,Objektart,MietpreisproMonat,Zimmer,Verfügbarab,rating,adress,publication_date,city,DateofScrapping,Wohnfläche,Geschoss,Kabel-TV,Rollstuhlgängig,Baujahr,Balkon(e),Einstellplatz,Aussenparkplatz,Cheminée,MietpreisproMonat(exkl.NK),Nebenkosten,Lift,ÖV-Haltestelle,Einkaufsmöglichkeit,Haustiereerlaubt,Autobahn,Kindergarten,Primarschule,Sekundarschule,Raumhöhe,Wohnungen,Bäder,Neubau,Still,Sonnig,Nutzfläche,Toiletten,Kinderfreundlich,Erstbezug,Minergie-zertifiziert,AltesGebäude,Geschirrspülmaschine,Wasseranschluss,Kubatur,Eckhaus,Veranda,Hochparterre,Hebebühne,Anfahrrampe,Holzofen,Grundstückfläche
22907639,Wohnung,600,1,sofort,NaN,"Im Holzerhurd 42, 8046 Zürich ZH",07.02.2020,zuerich,26.02.2020,16,EG,1,,1975,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22907408,Wohnung,4030,4.5,,NaN,8008 Zürich,07.02.2020,zuerich,26.02.2020,115,3.Stock,,,,,,,,3690,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22898777,Wohnung,1600,2.5,nachVereinbarung,NaN,8032 Zürich ZH,07.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22905958,Wohnung,650,1,nachVereinbarung,NaN,8001 Zürich ZH,07.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22918091,Wohnung,1140,1,01.03.2020,NaN,"Hallwylstrasse 40, 8004 Zürich",,zuerich,26.02.2020,20,4.Stock,,,,,,,,1020,120,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22906749,Dachwohnung,2150,3.5,01.04.2020,5,"Funkackerstrasse 15, 8050 Zürich",07.02.2020,zuerich,26.02.2020,100,2.Stock,,,1931,,,,,1900,250,,300m,800m,,300m,200m,200m,1000m,,,,,,,,,1,,,,,,,,,,,,,
22903019,Wohnung,1220,1,nachVereinbarung,NaN,"Jakob Füglistrasse 16, 8048 Zürich",,zuerich,26.02.2020,26,2.Stock,,,,1,,,,1100,120,1,100m,500m,,2000m,450m,300m,850m,,,,,,,,,,,,,,,,,,,,,,
22906737,Wohnung,4250,2.5,,2,"Limmatstrasse 260, 8005 Zürich",07.02.2020,zuerich,26.02.2020,95,17.Stock,1,,2013,,1,,,3800,450,1,50m,150m,,4000m,300m,450m,450m,,,,,,,,,,,,,,,,,,,,,,
22898798,Wohnung,1200,2.5,sofort,NaN,"Grossalbis, 8045 Zürich",07.02.2020,zuerich,26.02.2020,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22925974,Wohnung,1860,4,,NaN,8052 Zürich,07.02.2020,zuerich,26.02.2020,,EG,,,,,,,,1650,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22908984,Wohnung,3460,4.5,01.04.2020,3,"Max Bill-Platz 13, 8050 Zürich",07.02.2020,zuerich,26.02.2020,125,5.Stock,1,1,2006,1,1,,,3200,260,1,50m,50m,1,,50m,50m,50m,,,,,,,,,1,,,,,,,,,,,,,
22903412,Wohnung,2210,1,01.03.2020,NaN,"Weite Gasse 6, 8001 Zürich",,zuerich,26.02.2020,45,4.Stock,1,,,,,,,2180,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22904407,Wohnung,1855,3,01.03.2020,NaN,"Fellenbergstrasse 303, 8047 Zürich",07.02.2020,zuerich,26.02.2020,,EG,,,,,,,,1635,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22901179,Wohnung,1780,2.5,01.05.2020,4,"Nansenstrasse 7, 8050 Zürich",06.02.2020,zuerich,26.02.2020,58,4.Stock,1,,1985,1,1,,,1540,240,1,50m,50m,,,500m,500m,500m,,,,,,,,,,,,,,,,,,,,,,
22895114,Maisonette,5500,6,,4,"Wolframplatz 11, 8045 Zürich",06.02.2020,zuerich,26.02.2020,160,EG,1,,2013,1,1,1,,5100,400,1,50m,100m,1,500m,100m,,,,,,,,,,,1,,,,,,,,,,,,,
22895107,Wohnung,1925,2,01.04.2020,NaN,"Universitätsstrasse 110, 8006 Zürich",06.02.2020,zuerich,26.02.2020,,5.Stock,,,,,,,,1715,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22901081,Wohnung,2230,4,nachVereinbarung,NaN,"Birmensdorferstrasse 419, 8055 Zürich",06.02.2020,zuerich,26.02.2020,77,1.Stock,,,,1,,,,2115,115,1,2m,500m,,1700m,600m,750m,750m,,,,,,,,,1,,,,,,,,,,,,,
22895771,Wohnung,1150,1,01.05.2020,NaN,"Buckhauserstrasse 1, 8048 Zürich ZH",06.02.2020,zuerich,26.02.2020,13,5.Stock,1,,1999,1,1,,,960,190,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22900194,Dachwohnung,4140,4.5,01.05.2020,NaN,"Agnesstrasse 4, 8004 Zürich",06.02.2020,zuerich,26.02.2020,112,5.Stock,,,,1,,1,,3890,250,1,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,
22899930,Wohnung,3810,4,01.04.2020,3,"Kinkelstrasse 40, 8006 Zürich",06.02.2020,zuerich,26.02.2020,90,2.Stock,1,,1935,,,,,3490,320,1,230m,130m,1,,100m,500m,200m,,,,,,,,,1,,,,,,,,,,,,,
22896626,Wohnung,1200,1,nachVereinbarung,NaN,8044 Zürich ZH,06.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22895978,Wohnung,1800,3,nachVereinbarung,NaN,8049 Zürich ZH,06.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22904403,Wohnung,6180,7,,5,"Toblerstrasse 39, 8044 Zürich",06.02.2020,zuerich,26.02.2020,225,2.Stock,,,1930,,,,,5400,780,,130m,400m,,,300m,300m,300m,,,,,,,,,,,,,,,,,,,,,,
22893414,Wohnung,2570,4,01.04.2020,4,"Arianestrasse 17, 8052 Zürich",06.02.2020,zuerich,26.02.2020,102,,,,2013,,,,,2370,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22904404,Wohnung,6380,7,,5,"Toblerstrasse 39, 8044 Zürich",06.02.2020,zuerich,26.02.2020,220,3.Stock,,,1930,,,,,5600,780,,130m,400m,,,300m,300m,300m,,,,,,,,,,,,,,,,,,,,,,
22901531,Wohnung,3550,2.5,01.03.2020,4,"Ernastrasse 30, 8004 Zürich",06.02.2020,zuerich,26.02.2020,90,5.Stock,,,2017,1,,,,3250,300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22894779,Wohnung,1680,2,nachVereinbarung,NaN,8003 Zürich ZH,06.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22900516,Attika,4100,3.5,01.05.2020,4,"Eichstrasse 27, 8045 Zürich",06.02.2020,zuerich,26.02.2020,142,4.Stock,1,,1955,,1,1,,3800,300,1,200m,400m,1,,800m,200m,600m,,,,,,,,,,,,,,,,,,,,,,
22894780,Wohnung,1600,3,sofort,NaN,"Heidwiesen 17, 8051 Zürich ZH",06.02.2020,zuerich,26.02.2020,,1.Stock,,,,,,,,1400,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22894589,Wohnung,1584,2.5,01.04.2020,NaN,"Wasserschöpfi, 8055 Zürich",06.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22892887,Wohnung,1620,2.5,01.03.2020,NaN,"Felsenrainstrasse 77, 8052 Zürich",06.02.2020,zuerich,26.02.2020,67,EG,,,,1,1,,,,,,100m,500m,,2000m,,,,,,,,,,,,,,,,,,,,,,,,,
22893803,Wohnung,1400,1,01.04.2020,NaN,"Untere Zäune 15, 8001 Zürich",06.02.2020,zuerich,26.02.2020,,1.Stock,1,,1955,,,,,1260,140,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22891591,Wohnung,1550,1,01.03.2020,NaN,"Käferholzstrasse 38, 8057 Zürich ZH",06.02.2020,zuerich,26.02.2020,15,4.Stock,,,2015,1,1,1,,1200,350,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
22889791,Wohnung,3470,4,nachVereinbarung,NaN,8004 Zürich ZH,05.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22902847,Wohnung,2135,3,01.04.2020,5,"Auhofstrasse 7, 8051 Zürich",05.02.2020,zuerich,26.02.2020,96,4.Stock,,,1999,,,,,1920,215,,190m,450m,1,1000m,1000m,1000m,2900m,,,,,,,,,,,,,,,,,,,,,,
22891026,Maisonette,4000,2.5,sofort,NaN,"Zwinglistrasse, 34, 8004 Zürich",06.02.2020,zuerich,26.02.2020,90,2.Stock,,,,1,,1,,3750,250,,,,1,,,,,,,,,,,120,,,,,,,,,,,,,,,
22891049,Wohnung,1642,3,sofort,NaN,"Friedrichstrasse 16, 8051 Zürich",06.02.2020,zuerich,26.02.2020,60,EG,1,,,1,,,,1450,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22891023,Wohnung,1890,1.5,sofort,NaN,"Bremgartnerstrasse 15, 8003 Zürich",06.02.2020,zuerich,26.02.2020,,EG,1,,,1,,1,,1790,100,1,50m,100m,1,2000m,100m,100m,100m,,,,,,,,,,,,,,,,,,,,,,
22891619,Wohnung,900,1,01.04.2020,5,"Saumstr. 20, 8003 Zürich ZH",06.02.2020,zuerich,26.02.2020,20,3.Stock,1,,1934,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23009501,Wohnung,950,1,01.04.2020,NaN,"Altstetterstrasse 224, 8048 Zürich ZH",06.02.2020,zuerich,26.02.2020,15,2.Stock,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22891644,Wohnung,700,1,sofort,NaN,8046 Zürich ZH,06.02.2020,zuerich,26.02.2020,13,2.Stock,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22891032,Wohnung,2895,1.5,01.07.2020,NaN,"Mainaustrasse 49, 8008 Zürich",06.02.2020,zuerich,26.02.2020,68,3.Stock,1,,,1,1,,1,2695,200,1,100m,100m,1,,,,,,,,,,,,,1,,,,,,,,,,,,,
23022714,Wohnung,2350,4.5,nachVereinbarung,NaN,8053 Zürich,05.02.2020,zuerich,26.02.2020,105,3.Stock,,,,1,,,,2100,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22899918,Wohnung,3800,3.5,01.04.2020,2,"Feldstrasse 60, 8004 Zürich",,zuerich,26.02.2020,88,4.Stock,1,,1898,1,,,,3550,250,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22888864,Maisonette,3900,7,,NaN,"Tulpenstrasse 37, 8051 Zürich",05.02.2020,zuerich,26.02.2020,145,2.Stock,1,,,1,,,,3500,400,,230m,500m,,750m,450m,100m,100m,,,,,,,,,1,,,,,,,,,,,,,
22900520,Wohnung,1550,1.5,01.03.2020,NaN,"Hohlstrasse 104, 8004 Zürich",,zuerich,26.02.2020,23,2.Stock,,,,,,,,1476,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22888862,Wohnung,1650,2,01.05.2020,NaN,"Schöneichstrasse 7, 8051 Zürich",05.02.2020,zuerich,26.02.2020,,2.Stock,,,,1,,,,1470,180,1,53m,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22888861,Wohnung,1390,2,sofort,NaN,"SAATLENSTRASSE 19, 8051 Zürich",05.02.2020,zuerich,26.02.2020,,3.Stock,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22888324,Wohnung,2860,3,nachVereinbarung,NaN,8032 Zürich ZH,05.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22900703,Wohnung,3693,4.5,nachVereinbarung,4,"Hohlstrasse 513, 8048 Zürich",05.02.2020,zuerich,26.02.2020,128,7.Stock,,,2010,,,,,3340,353,1,,,,,,,,,,,,,,,,,,,,,,307m³,,,,,,,
22888328,Maisonette,1330,4.5,nachVereinbarung,NaN,8047 Zürich ZH,05.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22889108,Wohnung,1600,2,sofort,NaN,"Gubelstrasse 29, 8050 Zürich",05.02.2020,zuerich,26.02.2020,35,EG,,,,,,,,1520,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22884923,Wohnung,1680,3,16.03.2020,3,"Hirzenbachstrasse 24, 8051 Zürich",04.02.2020,zuerich,26.02.2020,55,2.Stock,,,1957,1,,,,1440,240,,150m,100m,,1300m,150m,,,,,,,,,,,,,,,,,,,,,,,,
22884906,Terrassenwohnung,2400,2.5,,5,"Büchnerstrasse 18, 8006 Zürich",04.02.2020,zuerich,26.02.2020,70,,1,,1911,1,,,1,,,,200m,400m,,2000m,,,,,,,,,,,,,,,,,,,,,,,,,
22884903,Wohnung,3454,3.5,01.04.2020,5,"Dienerstrasse 59, 8004 Zürich",04.02.2020,zuerich,26.02.2020,94,3.Stock,,,2015,1,,,,3134,320,1,300m,200m,,4000m,100m,100m,200m,,,,,,,,,,,,,,,,,,,,,,
22885766,Wohnung,2870,3.5,01.04.2020,NaN,"Friesenbergstrasse 108, 8055 Zürich",,zuerich,26.02.2020,,3.Stock,1,,,1,,,1,2650,220,1,50m,500m,,,,,,,,,,,,,,,,,,,,,,,,,,,
22884901,Wohnung,2150,4,sofort,NaN,"Anwandstrasse 60, 8004 Zürich",04.02.2020,zuerich,26.02.2020,75,4.Stock,1,,,,,,,,,1,50m,150m,,,,150m,,,,,,,,,,,,,,,,,,,,,,,
22885619,Wohnung,1790,3,01.03.2020,NaN,"Frohburgstrasse 311, 8057 Zürich ZH",05.02.2020,zuerich,26.02.2020,70,1.Stock,1,,,1,,1,,1540,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22884908,Wohnung,2700,3,01.03.2020,NaN,"Nebelbachstrasse 9, 8008 Zürich",04.02.2020,zuerich,26.02.2020,65,1.Stock,1,,,1,,,,2550,150,,20m,30m,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22884054,Wohnung,3000,2.5,nachVereinbarung,4,8005 Zürich,04.02.2020,zuerich,26.02.2020,74,2.Stock,1,,2016,1,1,,,2700,300,1,,,,,,,,255cm,29,,,,,,,,,,,,,,,,,,,,
22885772,Wohnung,2590,3.5,01.05.2020,5,"Grosswiesenstrasse 145, 8051 Zürich",04.02.2020,zuerich,26.02.2020,99,4.Stock,,,2018,1,1,,,2390,200,1,40m,20m,,3m,,,,,,,1,,,,,1,,,,,,,,,,,,,
22884900,Dachwohnung,2650,2.5,sofort,NaN,"Weststrasse 160, 8003 Zürich",04.02.2020,zuerich,26.02.2020,74,3.Stock,,,,,,,,2500,150,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,
22883979,Wohnung,1730,2,01.04.2020,5,"Stodolastr. 15, 8053 Zürich",04.02.2020,zuerich,26.02.2020,62,EG,1,,1965,,,,,1425,305,,100m,300m,1,,800m,700m,1000m,,,,,,,,,1,,,,,,,,,,,,,
22880785,Wohnung,1200,3,01.04.2020,NaN,"Birmensdorferstr. 182, 8055 Zürich",04.02.2020,zuerich,26.02.2020,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22881977,Wohnung,2800,4.5,sofort,NaN,"Gubelstrasse 29, 8050 Zürich",04.02.2020,zuerich,26.02.2020,93,,,,,1,,,,2700,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23023810,Loft,3600,2.5,,3,"Albulastr. 60, 8048 Zürich",04.02.2020,zuerich,26.02.2020,110,13.Stock,1,,2009,,1,,,3250,350,1,100m,550m,1,,200m,200m,900m,,,,1,,,,,1,,,,,,,,,,,,,
22881482,Wohnung,1620,1,nachVereinbarung,2,8050 Zürich ZH,04.02.2020,zuerich,26.02.2020,26,3.Stock,1,,2012,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
22884157,Wohnung,1670,1.5,nachVereinbarung,4,"Stampfenbachstr. 67, 8006 Zürich",04.02.2020,zuerich,26.02.2020,44,1.Stock,1,,1930,,,1,,1500,170,1,200m,150m,1,,1000m,800m,800m,,,,,,,,,,,,1,,,,,,,,,,
22881331,Wohnung,2770,3,16.04.2020,NaN,"Zürichbergstrasse 72, 8044 Zürich",04.02.2020,zuerich,26.02.2020,,1.Stock,1,,,1,,,,2460,310,,100m,100m,,,200m,200m,,,,,,,,,,,,,,,,,,,,,,,
22881480,Wohnung,1080,1,01.03.2020,NaN,"Seestrasse, 8038 Zürich ZH",04.02.2020,zuerich,26.02.2020,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22880410,Wohnung,1495,3,15.04.2020,NaN,"Bächlerstrasse 5, 8046 Zürich",04.02.2020,zuerich,26.02.2020,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22882286,Wohnung,3600,2.5,nachVereinbarung,NaN,8048 Zürich ZH,04.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22882330,Wohnung,2700,4,nachVereinbarung,4,"Im Glockenacker 58, 8053 Zürich",04.02.2020,zuerich,26.02.2020,102,1.Stock,,,1973,,1,,,2420,280,1,300m,700m,1,,700m,800m,800m,,,,,,,,,1,,,,,,,,,,,,,
22874404,Wohnung,1470,1,01.04.2020,2,"Obstgartenstr. 40, 8006 Zürich",03.02.2020,zuerich,26.02.2020,25,1.Stock,,,1958,,,,,1400,70,1,300m,500m,,,700m,,,,,,,,,,,,,,,,,,,,,,,,
22875233,Wohnung,2730,2.5,01.04.2020,4,"Birmensdorferstrasse 458, 8055 Zürich",03.02.2020,zuerich,26.02.2020,80,3.Stock,,,2018,1,1,,,2500,230,1,100m,100m,,,700m,600m,,,,,,,,,,,,,,,,,,,,,,,
22921933,Wohnung,4720,4.5,01.04.2020,4,"Winterthurerstrasse 83, 8006 Zürich",03.02.2020,zuerich,26.02.2020,116,2.Stock,1,,2015,1,1,,,4420,300,1,57m,10m,,,,,,,,,,,,,,1,,,,,,,,,,,,,
22875235,Wohnung,1558,2.5,,5,"Birchstrasse, 8057 Zürich",03.02.2020,zuerich,26.02.2020,54,3.Stock,,,1921,,,,,,,,200m,700m,,2000m,,,,,,,,,,,,,,,,,,,,,,,,,
22875232,Wohnung,1600,1.5,01.04.2020,NaN,"Birmensdorferstrasse 458, 8055 Zürich",03.02.2020,zuerich,26.02.2020,32,Untergeschoss,,,2018,,1,,,1500,100,1,100m,100m,,,700m,600m,,,,,,,,,,,,,,,,,,,,,,,
22879444,Wohnung,1490,1,01.04.2020,NaN,"Predigerplatz 34, 8001 Zürich",04.02.2020,zuerich,26.02.2020,22,,1,,,,,,,1365,125,,100m,100m,,,,,,,,,,,,,,,,,,,,,,,,,,,
22876443,Wohnung,35,1.5,nachVereinbarung,NaN,8008 Zürich ZH,04.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22878096,Wohnung,1900,2.5,05.07.2020,5,"Albisriederstrasse 183, 8047 Zürich",04.02.2020,zuerich,26.02.2020,58,2.Stock,1,1,2015,1,,,,1700,200,1,50m,400m,,3000m,,,,,,,1,,,,,,,,,,,,,,,,,,
22875212,Maisonette,5200,4.5,01.04.2020,2,"Heinrichstrasse 112, 8005 Zürich",03.02.2020,zuerich,26.02.2020,126,3.Stock,1,,1886,1,,,,,,,100m,300m,1,1000m,100m,100m,500m,,,,,,,155,,1,,,,,,,,,,,,,
22871608,Wohnung,1680,1,01.04.2020,NaN,"Seefeldstrasse 255, 8008 Zürich",03.02.2020,zuerich,26.02.2020,30,4.Stock,,,,1,,,,,,1,100m,200m,,,,,,,,,,,,,,,,,,,,,,,,,,,
22874365,Wohnung,2190,3.5,01.04.2020,NaN,"Fellenbergstrasse 317, 8047 Zürich",03.02.2020,zuerich,26.02.2020,72,1.Stock,,,,,,,,1900,290,,400m,250m,,3500m,400m,650m,400m,,,,,,,,,,,,,,,,,,,,,,
22871634,Wohnung,1530,3,,NaN,"Schärenmoosstrasse 12, 8052 Zürich",03.02.2020,zuerich,26.02.2020,64,,1,,,1,,,,1310,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22871625,Wohnung,2450,2.5,01.05.2020,3,"Limmattalstr 42, 8049 Zürich",03.02.2020,zuerich,26.02.2020,66,1.Stock,,,1934,1,,,,2300,150,1,100m,400m,,,,,,,,,,,,,,,,,,,,,,,,,,,
22872950,Wohnung,1470,1,,NaN,8006 Zürich,03.02.2020,zuerich,26.02.2020,25,1.Stock,,,,,,,,1400,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22871613,Terrassenwohnung,3860,3.5,01.04.2020,4,"Sempacherstrasse 37, 8032 Zürich",03.02.2020,zuerich,26.02.2020,100,1.Stock,1,,2011,1,1,,,3490,370,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,
22904987,Wohnung,1344,1,01.04.2020,NaN,"Küngenmatt 21, 8055 Zürich",03.02.2020,zuerich,26.02.2020,,EG,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22871540,Wohnung,3050,4.5,10.03.2020,4,"Thurwiesenstrasse 7, 8037 Zürich",03.02.2020,zuerich,26.02.2020,90,1.Stock,,,1920,1,,,,,,1,100m,100m,,,,,,,,,,,,90,,1,,,,,,,,,,,,,
22873005,Wohnung,183,1,nachVereinbarung,NaN,8003 Zürich ZH,03.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22874388,Wohnung,5050,3.5,01.04.2020,NaN,"Seefeldstr. 116, 8008 Zürich",03.02.2020,zuerich,26.02.2020,102,5.Stock,1,,,,1,,,4750,300,1,130m,80m,,,200m,200m,800m,,,,1,,,,,1,,1,,,,,,,,,,,
22870521,Wohnung,200,1,nachVereinbarung,NaN,8055 Zürich ZH,03.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22869877,Wohnung,2690,5.5,nachVereinbarung,NaN,8050 Zürich ZH,03.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22871078,Wohnung,1900,1.5,01.04.2020,NaN,"Berninastrasse 58, 8057 Zürich",03.02.2020,zuerich,26.02.2020,26,4.Stock,,,2018,,,,,1820,80,,180m,280m,,,,,,,,,,,,,,,,,,,,,,,,,,,
22871062,Wohnung,3420,5.5,nachVereinbarung,6,"Florastrasse 38, 8008 Zürich",03.02.2020,zuerich,26.02.2020,129,1.Stock,,,1969,,,,,2990,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22870905,Wohnung,6980,4.5,01.12.2020,2,"Susenbergstrasse 90, 8044 Zürich",03.02.2020,zuerich,26.02.2020,151,1.Stock,1,,2015,1,1,,1,6600,380,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22870393,Attika,3500,,04.05.2020,NaN,8046 Zürich,03.02.2020,zuerich,26.02.2020,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22871597,Wohnung,3375,2.5,01.03.2020,NaN,"Hafnerstrasse 7, 8005 Zürich",03.02.2020,zuerich,26.02.2020,69,1.Stock,,,,,,,,3200,175,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22871077,Wohnung,3350,4.5,16.04.2020,5,"Anemonenstrasse 40 H, 8047 Zürich",03.02.2020,zuerich,26.02.2020,129,3.Stock,1,,2007,,,,,2950,400,1,300m,400m,,,200m,600m,600m,,,,,,,,,,,,,,,,,,,,,,
22868744,Wohnung,3860,3.5,nachVereinbarung,3,"Sempacherstrasse 50, 8032 Zürich",,zuerich,26.02.2020,105,3.Stock,1,,1951,,,,,3594,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22871057,Wohnung,2022,3,01.05.2020,4,"Haldenstrasse 173, 8055 Zürich",03.02.2020,zuerich,26.02.2020,62,4.Stock,,,1927,,,,,1830,192,,200m,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22867162,Wohnung,1913,2.5,nachVereinbarung,NaN,8049 Zürich ZH,03.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22867219,Wohnung,2900,3,nachVereinbarung,NaN,8001 Zürich ZH,03.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22867087,Wohnung,1980,3.5,nachVereinbarung,NaN,8049 Zürich ZH,03.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22868763,Wohnung,1890,1.5,01.03.2020,NaN,"Hafnerstrasse 7, 8005 Zürich",03.02.2020,zuerich,26.02.2020,28,1.Stock,,,,,,,,1820,70,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
22867072,Wohnung,1000,1,01.04.2020,NaN,"Sperletweg, 8052 Zürich ZH",03.02.2020,zuerich,26.02.2020,,3.Stock,1,1,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22867430,Wohnung,960,1,nachVereinbarung,NaN,8057 Zürich ZH,03.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22868762,Wohnung,4800,3.5,01.03.2020,NaN,"Hafnerstrasse 7, 8005 Zürich",03.02.2020,zuerich,26.02.2020,99,2.Stock,,1,,1,,,,4550,250,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
22992847,Wohnung,1000,2,nachVereinbarung,NaN,8004 Zürich ZH,03.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22867149,Wohnung,588,1,nachVereinbarung,NaN,8045 Zürich ZH,03.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22867218,Wohnung,2218,3,nachVereinbarung,NaN,8004 Zürich ZH,03.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22866896,Wohnung,1600,1.5,nachVereinbarung,NaN,8006 Zürich ZH,03.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22867068,Wohnung,1300,1,01.03.2020,NaN,"Pfingstweidstrasse 94, 8005 Zürich ZH",03.02.2020,zuerich,26.02.2020,,22.Stock,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22975838,Wohnung,1650,2,sofort,NaN,"Bernerstrasse Nord 174, 8064 Zürich",31.01.2020,zuerich,26.02.2020,,2.Stock,,,,1,,1,,,,,230m,400m,,650m,400m,400m,,,,,,,,,,1,,,,,,,,,,,,,
22867159,Wohnung,2035,2.5,nachVereinbarung,NaN,8048 Zürich ZH,03.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
